Ticker,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN
11032,GSALIBA@EC2101O,Derivative Warrants,,"5,000",,
11033,GSMTUAN@EC2102M,Derivative Warrants,,"10,000",,
11040,CS-SHKP@EP2105A,Derivative Warrants,,"25,000",,CH0539471778
11042,JPSPDRG@EC2103A,Derivative Warrants,,"2,500",,NL0014505349
11043,MBPINAN@EC2012A,Derivative Warrants,,"5,000",,
11044,MB-SDWG@EC2107A,Derivative Warrants,,"40,000",,
11045,MB-CLIT@EC2104A,Derivative Warrants,,"2,000",,
11047,MBALIBA@EC2012C,Derivative Warrants,,"1,000",,
11048,GSTENCT@EP2011A,Derivative Warrants,,"10,000",,
11049,GSBUDWS@EC2101A,Derivative Warrants,,"1,000",,
11062,GSTENCT@EC2102B,Derivative Warrants,,"10,000",,
11064,MSTENCT@EP2011A,Derivative Warrants,,"10,000",,
11067,BPMTUAN@EC2101D,Derivative Warrants,,"5,000",,NL0014914137
11075,BPMTUAN@EC2104B,Derivative Warrants,,"5,000",,NL0014914129
11077,BP-SUNY@EC2103A,Derivative Warrants,,"5,000",,NL0014914087
11079,BPXIAMI@EC2105A,Derivative Warrants,,"1,000",,NL0014914095
11085,HSPINAN@EC2102A,Derivative Warrants,,"25,000",,HK0000536984
11090,MBPINAN@EC2107A,Derivative Warrants,,"5,000",,
11097,MB-AAC @EC2201A,Derivative Warrants,,"25,000",,
11099,MBCRGAS@EC2104A,Derivative Warrants,,"20,000",,
11101,UBTENCT@EC2012A,Derivative Warrants,,"10,000",,CH0547290186
11102,HS-CMOB@EC2010A,Derivative Warrants,,"5,000",,HK0000609591
11105,BITENCT@EP2101B,Derivative Warrants,,"10,000",,HK0000660248
11106,HS-AAC @EP2011A,Derivative Warrants,,"25,000",,HK0000609609
11107,MBXIAMI@EC2105D,Derivative Warrants,,"2,000",,
11108,HS-CMOB@EP2011A,Derivative Warrants,,"25,000",,HK0000609617
11112,JPTENCT@EC2102A,Derivative Warrants,,"10,000",,NL0014782021
11114,JPTENCT@EC2109A,Derivative Warrants,,"10,000",,NL0014782112
11116,MBALIBA@EC2105D,Derivative Warrants,,"5,000",,
11120,BIMTUAN@EC2102A,Derivative Warrants,,"10,000",,HK0000660255
11122,MS-SMIC@EC2112B,Derivative Warrants,,"2,500",,
11123,MSCITSE@EC2105A,Derivative Warrants,,"5,000",,
11128,JPALIBA@EC2103A,Derivative Warrants,,"10,000",,NL0014782054
11129,JP-HSBC@EC2101A,Derivative Warrants,,"4,000",,NL0014782013
11130,MBCSOFT@EC2102A,Derivative Warrants,,"10,000",,
11134,HT-SMIC@EC2103A,Derivative Warrants,,"5,000",,HK0000609625
11142,HTMTUAN@EC2012D,Derivative Warrants,,"5,000",,HK0000609658
11144,MSTENCT@EP2103A,Derivative Warrants,,"10,000",,
11145,MSTENCT@EP2103B,Derivative Warrants,,"10,000",,
11148,CS-SMIC@EP2011A,Derivative Warrants,,"5,000",,CH0539471976
11149,MS-HKEX@EC2104C,Derivative Warrants,,"10,000",,
11151,CS-ACMT@EC2011A,Derivative Warrants,,"5,000",,CH0539471984
11154,MS-CCB @EP2103A,Derivative Warrants,,"1,000",,
11157,HS-HSI @EC2103E,Derivative Warrants,,"10,000",,HK0000660263
11158,HS-HSI @EP2104A,Derivative Warrants,,"10,000",,HK0000660271
11159,HS-HSI @EP2106A,Derivative Warrants,,"10,000",,HK0000660289
11160,CSCCCCL@EC2011A,Derivative Warrants,,"1,000",,CH0539471992
11164,CS-CLIT@EC2109A,Derivative Warrants,,"10,000",,CH0539472016
11166,HS-HSI @EP2105A,Derivative Warrants,,"10,000",,HK0000660297
11168,GS-AAC @EC2109A,Derivative Warrants,,"25,000",,
11169,CT-AIA @EP2102A,Derivative Warrants,,"2,000",,DE000KA9SPU4
11171,CT-SUNY@EC2111A,Derivative Warrants,,"10,000",,DE000KA9SPV2
11178,CT-NTES@EC2105A,Derivative Warrants,,"5,000",,DE000KA9SPW0
11181,CT-NTES@EC2102A,Derivative Warrants,,"5,000",,DE000KA9SPT6
11186,CT-CMOB@EC2103B,Derivative Warrants,,"5,000",,DE000KA9SPX8
11188,GSMTUAN@EP2011A,Derivative Warrants,,"5,000",,
11190,GSMTUAN@EC2012D,Derivative Warrants,,"5,000",,
11192,UBTENCT@EP2103A,Derivative Warrants,,"10,000",,CH0574730302
11195,UBTENCT@EC2103A,Derivative Warrants,,"10,000",,CH0574730252
11198,UB-NTES@EC2101D,Derivative Warrants,,"5,000",,CH0574730385
11199,UBALIBA@EC2103J,Derivative Warrants,,"10,000",,CH0574730344
11203,JP-HSI @EC2105A,Derivative Warrants,,"10,000",,NL0015528852
11204,VTMTUAN@EP2012A,Derivative Warrants,,"5,000",,CH0545032119
11211,HS-PAHT@EC2012B,Derivative Warrants,,"10,000",,HK0000609856
11215,MBMTUAN@EC2110A,Derivative Warrants,,"5,000",,
11217,HS-SUNY@EC2012D,Derivative Warrants,,"10,000",,HK0000609864
11219,JP-HSI @EP2105B,Derivative Warrants,,"10,000",,NL0015528845
11220,MB-CRL @EC2012A,Derivative Warrants,,"10,000",,
11221,BPTENCT@EC2011A,Derivative Warrants,,"10,000",,NL0013939853
11226,JPSANDS@EC2104A,Derivative Warrants,,"4,000",,NL0015528837
11227,MBHDLIH@EC2012A,Derivative Warrants,,"10,000",,
11228,BIPINAN@EC2010A,Derivative Warrants,,"5,000",,HK0000609872
11230,UB-HSPG@EC2012A,Derivative Warrants,,"20,000",,CH0547306826
11234,MB-SGC @EP2102A,Derivative Warrants,,"4,000",,
11235,JP-SUNY@EC2012B,Derivative Warrants,,"10,000",,NL0014782195
11236,MSCP&CC@EC2011A,Derivative Warrants,,"2,000",,
11238,JPINBIO@EC2105A,Derivative Warrants,,"25,000",,NL0015528688
11242,MSCNOOC@EC2012B,Derivative Warrants,,"5,000",,
11245,CSBUDWS@EC2104A,Derivative Warrants,,"1,000",,CH0571614194
11249,CS-CRBH@EC2104A,Derivative Warrants,,"2,000",,CH0571614202
11254,JPSPDRG@EP2103A,Derivative Warrants,,"2,500",,NL0014782211
11255,CS-SZIH@EC2104A,Derivative Warrants,,"2,500",,CH0571614210
11256,CS-WUXI@EC2104A,Derivative Warrants,,"5,000",,CH0571614228
11257,JPZHJIN@EC2101A,Derivative Warrants,,"2,500",,NL0014782237
11258,JPZIJIN@EC2011B,Derivative Warrants,,"2,000",,NL0014782245
11259,JP-ALS @EC2111A,Derivative Warrants,,"12,500",,NL0014782252
11261,CSINBIO@EC2104A,Derivative Warrants,,"25,000",,CH0571614236
11262,CSXIAMI@EC2012A,Derivative Warrants,,"2,000",,CH0494064055
11263,VT-ACMT@EC2104A,Derivative Warrants,,"5,000",,CH0567352361
11265,JP-PAHT@EC2012A,Derivative Warrants,,"10,000",,NL0014782229
11266,JP-AAC @EC2109A,Derivative Warrants,,"25,000",,NL0014782203
11268,HT-CRL @EC2011A,Derivative Warrants,,"20,000",,HK0000609880
11269,HT-CLIT@EC2011B,Derivative Warrants,,"2,000",,HK0000609898
11271,JPALIBA@EC2112B,Derivative Warrants,,"10,000",,NL0015528829
11284,JPALIBA@EC2206A,Derivative Warrants,,"10,000",,NL0015528811
11285,HT-LINK@EC2112A,Derivative Warrants,,"5,000",,HK0000609914
11287,HT-GWMC@EC2104B,Derivative Warrants,,"2,500",,HK0000660305
11294,HTCSHEN@EC2011A,Derivative Warrants,,"2,500",,HK0000609948
11295,HTKINGD@EC2104A,Derivative Warrants,,"10,000",,HK0000660313
11300,GSBUDWS@EC2203A,Derivative Warrants,,"5,000",,
11304,VT-SHKP@EC2012B,Derivative Warrants,,"5,000",,CH0545032929
11308,VT-SHKP@EP2104A,Derivative Warrants,,"25,000",,CH0545032945
11310,MBCNOOC@EC2012A,Derivative Warrants,,"5,000",,
11315,HTMTUAN@EC2103B,Derivative Warrants,,"10,000",,HK0000660321
11319,HTTENCT@EC2104B,Derivative Warrants,,"10,000",,HK0000660339
11320,VT-AAC @EC2104A,Derivative Warrants,,"2,500",,CH0545032911
11322,VTMTUAN@EC2012C,Derivative Warrants,,"5,000",,CH0545032986
11324,CS-SUNY@EC2011C,Derivative Warrants,,"10,000",,CH0539472297
11325,CSBYDEI@EC2011B,Derivative Warrants,,"5,000",,CH0539472305
11326,CS-MPSC@EC2011A,Derivative Warrants,,"1,000",,CH0539472313
11328,HTTENCT@EC2102A,Derivative Warrants,,"10,000",,HK0000660347
11332,CSYIHAI@EC2011A,Derivative Warrants,,"5,000",,CH0539472321
11333,CSSDGLD@EC2011A,Derivative Warrants,,"2,500",,CH0539472339
11334,HT-CGDN@EC2104A,Derivative Warrants,,"5,000",,HK0000660354
11335,GS-HSI @EP2101A,Derivative Warrants,,"10,000",,
11336,CT-SMIC@EC2011A,Derivative Warrants,,"5,000",,DE000KA9SG23
11338,GS-CTWR@EC2111A,Derivative Warrants,,"2,000",,
11339,CT-BYD @EC2011A,Derivative Warrants,,"5,000",,DE000KA9SG49
11343,GSMTUAN@EP2102B,Derivative Warrants,,"10,000",,
11348,MB-CSPC@EC2012A,Derivative Warrants,,"20,000",,
11349,SG-SMIC@EC2104A,Derivative Warrants,,"5,000",,
11360,EAMTUAN@EC2011A,Derivative Warrants,,"5,000",,HK0000538287
11361,GSCLIFE@EC2012C,Derivative Warrants,,"10,000",,
11362,GS-HSI @EC2012A,Derivative Warrants,,"10,000",,
11364,MS-ICBC@EC2011A,Derivative Warrants,,"1,000",,
11366,GS-CKH @EC2102A,Derivative Warrants,,"5,000",,
11368,GSTENCT@EP2101C,Derivative Warrants,,"10,000",,
11369,MSSANDS@EC2011A,Derivative Warrants,,"4,000",,
11370,MS-BOCL@EC2107A,Derivative Warrants,,"1,000",,
11371,MSTENCT@EP2101C,Derivative Warrants,,"10,000",,
11372,MB-CCSC@EC2104A,Derivative Warrants,,"10,000",,
11376,HSALIBA@EC2101A,Derivative Warrants,,"10,000",,HK0000610201
11378,HSALIBA@EC2106A,Derivative Warrants,,"10,000",,HK0000610219
11379,HSCLIFE@EC2103B,Derivative Warrants,,"10,000",,HK0000610227
11380,MSMTUAN@EP2102D,Derivative Warrants,,"10,000",,
11396,GJTENCT@EC2011A,Derivative Warrants,,"5,000",,HK0000610235
11397,HS-GEG @EC2012A,Derivative Warrants,,"5,000",,HK0000538535
11400,GJALIBA@EC2012A,Derivative Warrants,,"5,000",,HK0000610243
11401,BITENCT@EP2010A,Derivative Warrants,,"10,000",,HK0000610250
11402,BIMTUAN@EC2012D,Derivative Warrants,,"5,000",,HK0000610268
11403,BI-SUNY@EC2011A,Derivative Warrants,,"10,000",,HK0000610276
11405,CT-PAHT@EC2012B,Derivative Warrants,,"10,000",,DE000KA9SG98
11414,JP-HKEX@EP2102A,Derivative Warrants,,"10,000",,NL0014782468
11418,JPCCCCL@EC2011A,Derivative Warrants,,"1,000",,NL0014782450
11420,JP-XYS @EC2103A,Derivative Warrants,,"1,000",,NL0014782476
11423,JPMTUAN@EP2011C,Derivative Warrants,,"5,000",,NL0014782484
11431,MSZIJIN@EC2109A,Derivative Warrants,,"10,000",,
11432,MSALIHI@EC2102A,Derivative Warrants,,"20,000",,
11434,UB-SUNY@EC2012A,Derivative Warrants,,"10,000",,CH0548324158
11436,JP-XYS @EC2011A,Derivative Warrants,,"1,000",,NL0013693997
11439,UBXIAMI@EC2012C,Derivative Warrants,,"2,000",,CH0548312195
11440,UB-PAHT@EC2012A,Derivative Warrants,,"10,000",,CH0548324141
11441,VT-SMIC@EC2012A,Derivative Warrants,,"5,000",,CH0545038330
11442,MS-LINK@EC2103A,Derivative Warrants,,"1,000",,
11443,VTALIBA@EC2101A,Derivative Warrants,,"5,000",,CH0545038363
11445,MS-SMIC@EC2102A,Derivative Warrants,,"5,000",,
11446,MB-MPSC@EC2205A,Derivative Warrants,,"50,000",,
11450,VTGEELY@EC2012B,Derivative Warrants,,"10,000",,CH0545038371
11451,VT-HKEX@EC2101A,Derivative Warrants,,"5,000",,CH0545038355
11452,VT-AIA @EP2104A,Derivative Warrants,,"10,000",,CH0545038397
11453,MBFOSUN@EC2108A,Derivative Warrants,,"2,500",,
11454,VTMTUAN@EC2012D,Derivative Warrants,,"5,000",,CH0545038454
11455,VTCNOOC@EC2102A,Derivative Warrants,,"5,000",,CH0545038892
11457,MB-JMJ @EC2105A,Derivative Warrants,,"10,000",,
11458,BPTENCT@EP2012A,Derivative Warrants,,"5,000",,NL0014914244
11459,BPTENCT@EP2102A,Derivative Warrants,,"5,000",,NL0014914251
11460,HTAIRCN@EC2011A,Derivative Warrants,,200,,HK0000610284
11461,MBMTUAN@EC2105D,Derivative Warrants,,"10,000",,
11464,MBXIAMI@EC2106D,Derivative Warrants,,"2,000",,
11465,HTSHMAO@EC2011A,Derivative Warrants,,"5,000",,HK0000610292
11466,HTLFGHL@EC2011A,Derivative Warrants,,"5,000",,HK0000610300
11467,MB-CRBH@EC2105A,Derivative Warrants,,"20,000",,
11478,HTZHJIN@EC2011A,Derivative Warrants,,"2,500",,HK0000610359
11481,MBINBIO@EC2105A,Derivative Warrants,,"25,000",,
11483,MBSANDS@EC2105A,Derivative Warrants,,"4,000",,
11485,HT-HKEX@EC2012C,Derivative Warrants,,"10,000",,HK0000610375
11491,MS-HSI @EP2105A,Derivative Warrants,,"10,000",,
11492,HTMTUAN@EC2012E,Derivative Warrants,,"5,000",,HK0000610383
11495,CS-HKEX@EP2011C,Derivative Warrants,,"10,000",,CH0539472347
11497,CSMTUAN@EP2011B,Derivative Warrants,,"5,000",,CH0539472354
11499,MS-HSI @EP2106A,Derivative Warrants,,"10,000",,
11503,BITENCT@EP2101C,Derivative Warrants,,"10,000",,HK0000660776
11505,BI-CMOB@EC2103B,Derivative Warrants,,"5,000",,HK0000660784
11508,CSALIBA@EC2010D,Derivative Warrants,,"5,000",,CH0539472370
11509,BIALIBA@EC2106B,Derivative Warrants,,"10,000",,HK0000660792
11510,CS-XYS @EC2102A,Derivative Warrants,,"1,000",,CH0539472388
11511,CS-VIDA@EC2011A,Derivative Warrants,,"10,000",,CH0539472396
11517,MBCITIC@EC2012A,Derivative Warrants,,"10,000",,
11526,SG-AIA @EC2107A,Derivative Warrants,,"10,000",,
11529,GSTENCT@EC2012A,Derivative Warrants,,"10,000",,
11541,BP-HKEX@EC2104A,Derivative Warrants,,"10,000",,NL0014914509
11542,BPGEELY@EC2101A,Derivative Warrants,,"5,000",,NL0014914517
11544,BPBUDWS@EC2101A,Derivative Warrants,,"1,000",,NL0014914525
11545,BPCNOOC@EC2101A,Derivative Warrants,,"5,000",,NL0014914533
11549,JPAVICN@EC2012A,Derivative Warrants,,"5,000",,NL0013694136
11557,UBALIBA@EP2103A,Derivative Warrants,,"10,000",,CH0575714727
11558,CSAVICN@EC2102A,Derivative Warrants,,"5,000",,CH0494064667
11559,HS-SMIC@EC2011C,Derivative Warrants,,"5,000",,HK0000612108
11578,HSCNOOC@EC2110A,Derivative Warrants,,"10,000",,HK0000612116
11580,MB-POLY@EC2012A,Derivative Warrants,,"1,000",,
11581,UBMTUAN@EC2103D,Derivative Warrants,,"10,000",,CH0575714644
11584,MB-AAC @EC2012B,Derivative Warrants,,"5,000",,
11585,UB-HKEX@EC2104B,Derivative Warrants,,"10,000",,CH0575711111
11587,CSBUDWS@EC2203A,Derivative Warrants,,"5,000",,CH0494064733
11591,MBMTUAN@EP2101A,Derivative Warrants,,"5,000",,
11595,MBKINGD@EC2101A,Derivative Warrants,,"5,000",,
11596,MB-CMOB@EP2101A,Derivative Warrants,,"5,000",,
11603,MBCLIFE@EP2012A,Derivative Warrants,,"5,000",,
11606,BI-AIA @EP2104A,Derivative Warrants,,"10,000",,HK0000612124
11610,BIXIAMI@EP2010A,Derivative Warrants,,"1,000",,HK0000612132
11611,GJTENCT@EP2012A,Derivative Warrants,,"10,000",,HK0000612140
11612,GJMTUAN@EP2011B,Derivative Warrants,,"5,000",,HK0000612157
11616,MSMTUAN@EP2106A,Derivative Warrants,,"10,000",,
11619,UB-HSI @EP2104A,Derivative Warrants,,"10,000",,CH0575714776
11631,UB-HSI @EP2102B,Derivative Warrants,,"10,000",,CH0575714818
11632,MSMTUAN@EP2011A,Derivative Warrants,,"5,000",,
11634,UBMTUAN@EP2011B,Derivative Warrants,,"5,000",,CH0548692968
11635,JP-GWMC@EC2104B,Derivative Warrants,,"2,500",,NL0015529009
11637,UB-HKEX@EC2103A,Derivative Warrants,,"10,000",,CH0548692927
11641,JP-CCSC@EC2012A,Derivative Warrants,,"1,000",,NL0014782559
11643,JP-SZIH@EC2104A,Derivative Warrants,,"2,500",,NL0015529017
11653,JPSANDS@EP2102A,Derivative Warrants,,"4,000",,NL0015528993
11656,BP-HKEX@EC2104B,Derivative Warrants,,"5,000",,NL0014914467
11666,BP-HKEX@EC2108A,Derivative Warrants,,"5,000",,NL0014914475
11670,BPMTUAN@EC2106A,Derivative Warrants,,"5,000",,NL0014914483
11674,BP-AIA @EC2104A,Derivative Warrants,,"2,000",,NL0014914459
11675,VT-SHKP@EC2104A,Derivative Warrants,,"25,000",,CH0545044023
11680,JPFTA50@EC2102A,Derivative Warrants,,500,,NL0015528985
11683,CSALIBA@EC2012B,Derivative Warrants,,"5,000",,CH0539472677
11689,CSALIBA@EP2012A,Derivative Warrants,,"10,000",,CH0539472685
11692,CSCLIFE@EC2103A,Derivative Warrants,,"10,000",,CH0539472693
11694,CSCMOLY@EC2011A,Derivative Warrants,,"3,000",,CH0539472701
11696,GSTENCT@EP2011B,Derivative Warrants,,"10,000",,
11701,GSMTUAN@EP2011B,Derivative Warrants,,"5,000",,
11704,JPPINAN@EP2102A,Derivative Warrants,,"5,000",,NL0015528977
11708,JPFEIHE@EC2103B,Derivative Warrants,,"1,000",,NL0015528969
11709,MBZHIST@EC2106A,Derivative Warrants,,"1,000",,
11711,MB-PICC@EC2101A,Derivative Warrants,,"10,000",,
11713,GS-HKEX@EC2103A,Derivative Warrants,,"10,000",,
11714,JPCSA50@EC2102A,Derivative Warrants,,"1,000",,NL0015528951
11715,GJ-HSBC@EC2011A,Derivative Warrants,,"4,000",,HK0000612363
11745,JP-GAC @EC2106A,Derivative Warrants,,"10,000",,NL0015528944
11756,JPEBENV@EC2012A,Derivative Warrants,,"10,000",,NL0013301955
11776,JPTENCT@EP2101C,Derivative Warrants,,"10,000",,NL0015528936
11779,HT-GEG @EC2101A,Derivative Warrants,,"10,000",,HK0000660800
11795,CT-BYD @EP2104A,Derivative Warrants,,"50,000",,DE000KA9SPY6
11797,CTALIBA@EC2103D,Derivative Warrants,,"10,000",,DE000KA9SPZ3
11798,CT-BYD @EC2107A,Derivative Warrants,,"50,000",,DE000KA9SP06
11799,SGTENCT@EP2101C,Derivative Warrants,,"10,000",,
11801,SGALIBA@EP2103A,Derivative Warrants,,"10,000",,
11803,HS-HKEX@EP2012B,Derivative Warrants,,"10,000",,HK0000612371
11805,BP-ICBC@EC2104A,Derivative Warrants,,"1,000",,NL0014914590
11806,BP-CCB @EC2104A,Derivative Warrants,,"1,000",,NL0014914608
11807,BP-HSI @EC2103A,Derivative Warrants,,"10,000",,NL0014914616
11808,HSMTUAN@EC2103A,Derivative Warrants,,"10,000",,HK0000612389
11809,CSCITSE@EC2105A,Derivative Warrants,,"5,000",,CH0571614426
11820,BIMTUAN@EP2104A,Derivative Warrants,,"10,000",,HK0000612405
11823,JP-SJM @EC2101A,Derivative Warrants,,"10,000",,NL0013694797
11841,CSTENCT@EC2104A,Derivative Warrants,,"10,000",,CH0571614434
11847,UBALIBA@EC2012B,Derivative Warrants,,"5,000",,CH0548705661
11852,UBALIBA@EC2010C,Derivative Warrants,,"5,000",,CH0548705711
11854,JPMTUAN@EC2011B,Derivative Warrants,,"5,000",,NL0014782831
11858,SGMTUAN@EC2012A,Derivative Warrants,,"5,000",,
11864,JP-SMIC@EC2011A,Derivative Warrants,,"5,000",,NL0014782856
11865,JP-ZTE @EC2011A,Derivative Warrants,,"2,000",,NL0014782666
11870,CSALIBA@EC2112A,Derivative Warrants,,"10,000",,CH0571614442
11875,JPKSOFT@EC2011A,Derivative Warrants,,"10,000",,NL0014782849
11876,CSALIBA@EC2206A,Derivative Warrants,,"10,000",,CH0571614459
11877,JP-CICC@EC2012A,Derivative Warrants,,"2,000",,NL0014782724
11878,CSSANDS@EC2104A,Derivative Warrants,,"4,000",,CH0571614467
11879,JPGSBIO@EC2011A,Derivative Warrants,,"20,000",,NL0014782716
11880,CS-CCB @EP2103A,Derivative Warrants,,"1,000",,CH0571614475
11888,GSTENCT@EP2101D,Derivative Warrants,,"10,000",,
11891,JPANTAS@EC2012A,Derivative Warrants,,"5,000",,NL0013695067
11898,JP-HKEX@EC2103A,Derivative Warrants,,"10,000",,NL0014782708
11900,JPXIAMI@EC2109A,Derivative Warrants,,"2,000",,NL0014782690
11901,CSLENOV@EC2112A,Derivative Warrants,,"10,000",,CH0539472719
11902,CS-ICBC@EC2011A,Derivative Warrants,,"1,000",,CH0539472727
11909,GSXIAMI@EP2102B,Derivative Warrants,,"2,000",,
11910,CS-CCB @EC2011A,Derivative Warrants,,"1,000",,CH0539472735
11916,CT-SHKP@EC2104A,Derivative Warrants,,"25,000",,DE000KA9SHE5
11917,CTMTUAN@EP2011C,Derivative Warrants,,"5,000",,DE000KA9SHG0
11918,GS-CGDN@EC2104A,Derivative Warrants,,"5,000",,
11928,GSTENCT@EC2101L,Derivative Warrants,,"10,000",,
11937,CT-SHKP@EC2011A,Derivative Warrants,,"5,000",,DE000KA9SHC9
11938,GJXIAMI@EC2103D,Derivative Warrants,,"2,000",,HK0000661162
11946,GJTENCT@EP2103A,Derivative Warrants,,"10,000",,HK0000661170
11954,EAMTUAN@EC2011B,Derivative Warrants,,"5,000",,HK0000541869
11955,EAMTUAN@EP2010A,Derivative Warrants,,"5,000",,HK0000541877
11957,GJSANDS@EC2105A,Derivative Warrants,,"4,000",,HK0000661188
11961,MS-ICBC@EC2103C,Derivative Warrants,,"1,000",,
11963,MSMTUAN@EC2104E,Derivative Warrants,,"10,000",,
11964,HT-SHKP@EC2104A,Derivative Warrants,,"25,000",,HK0000612439
11975,MS-BYD @EC2106A,Derivative Warrants,,"50,000",,
11980,MBALIBA@EC2102E,Derivative Warrants,,"5,000",,
11981,MB-NTES@EC2105A,Derivative Warrants,,"5,000",,
11984,HT-CCSC@EC2012A,Derivative Warrants,,"1,000",,HK0000612462
11985,HTEVERG@EC2010A,Derivative Warrants,,"10,000",,HK0000612470
11986,MBXJGST@EC2110A,Derivative Warrants,,"2,000",,
11987,HTTENCT@EP2011A,Derivative Warrants,,"10,000",,HK0000612488
11988,SG-PAHT@EC2011A,Derivative Warrants,,"10,000",,
11991,GS-PAHT@EC2012B,Derivative Warrants,,"10,000",,
11992,GSCITSE@EC2103A,Derivative Warrants,,"5,000",,
11995,CS-HSI @EC2011B,Derivative Warrants,,"10,000",,CH0539472859
12101,CS-HSI @EC2010C,Derivative Warrants,,"10,000",,CH0539472867
12102,MBTENCT@EP2106A,Derivative Warrants,,"10,000",,
12109,HS-AIA @EC2107B,Derivative Warrants,,"10,000",,HK0000612793
12110,MS-HSI @EP2103B,Derivative Warrants,,"10,000",,
12113,MS-HSI @EP2104B,Derivative Warrants,,"10,000",,
12114,JP-HSI @EC2105B,Derivative Warrants,,"10,000",,NL0015529058
12117,MBMTUAN@EC2101B,Derivative Warrants,,"5,000",,
12119,HS-CKA @EC2112A,Derivative Warrants,,"25,000",,HK0000612801
12121,JPSANDS@EC2104B,Derivative Warrants,,"4,000",,NL0015529090
12122,HS-HSI @EC2010C,Derivative Warrants,,"10,000",,HK0000612819
12124,JP-BOCL@EC2107A,Derivative Warrants,,"1,000",,NL0015529082
12125,JPALIBA@EC2103F,Derivative Warrants,,"10,000",,NL0015529074
12126,BI-CSPC@EC2106A,Derivative Warrants,,"10,000",,HK0000661196
12127,BIALIBA@EP2102A,Derivative Warrants,,"10,000",,HK0000661204
12128,HS-LINK@EC2112B,Derivative Warrants,,"5,000",,HK0000612827
12129,UBALIBA@EC2106C,Derivative Warrants,,"10,000",,CH0575708281
12131,UBTENCT@EC2104B,Derivative Warrants,,"10,000",,CH0575708190
12132,HS-HSI @EC2011A,Derivative Warrants,,"10,000",,HK0000612835
12135,UB-BYD @EC2106A,Derivative Warrants,,"5,000",,CH0575708257
12136,CS-HSBC@EC2101A,Derivative Warrants,,"4,000",,CH0539472883
12137,CS-HSBC@EC2012B,Derivative Warrants,,"4,000",,CH0539472875
12138,CSBOCHK@EC2012A,Derivative Warrants,,"5,000",,CH0539472891
12139,CS-SHKP@EC2011A,Derivative Warrants,,"25,000",,CH0539472909
12143,CS-BYD @EP2104C,Derivative Warrants,,"5,000",,CH0571614756
12144,CS-GAC @EC2106A,Derivative Warrants,,"10,000",,CH0571614764
12147,CSTENCT@EC2011C,Derivative Warrants,,"10,000",,CH0539472917
12150,CSXIAMI@EC2012G,Derivative Warrants,,"1,000",,CH0539472925
12153,CSCLIFE@EC2101A,Derivative Warrants,,"10,000",,CH0539472933
12154,CSALIBA@EC2104A,Derivative Warrants,,"10,000",,CH0539472941
12156,BPTENCT@EC2012D,Derivative Warrants,,"10,000",,NL0014914988
12158,MS-AIA @EC2106A,Derivative Warrants,,"10,000",,
12159,CSALIHI@EC2104A,Derivative Warrants,,"2,000",,CH0571614772
12162,MS-AIA @EP2109A,Derivative Warrants,,"10,000",,
12163,MS-AIA @EP2104A,Derivative Warrants,,"10,000",,
12166,MS-HSBC@EC2011A,Derivative Warrants,,"4,000",,
12168,MS-CMOB@EC2010C,Derivative Warrants,,"5,000",,
12169,MS-SHKP@EC2104A,Derivative Warrants,,"25,000",,
12170,VT-HKEX@EC2103A,Derivative Warrants,,"10,000",,CH0545045764
12171,VT-HKEX@EC2010B,Derivative Warrants,,"5,000",,CH0545045756
12172,MS-SHKP@EP2104A,Derivative Warrants,,"25,000",,
12176,UBALIBA@EP2012A,Derivative Warrants,,"10,000",,CH0548706131
12192,VT-HSBK@EC2105A,Derivative Warrants,,"5,000",,CH0567356933
12194,JP-HSI @EC2012C,Derivative Warrants,,"10,000",,NL0014783052
12195,JP-CMOB@EC2011A,Derivative Warrants,,"5,000",,NL0014783060
12198,JPPINAN@EC2011A,Derivative Warrants,,"5,000",,NL0014783078
12199,GS-BYD @EC2112A,Derivative Warrants,,"5,000",,
12200,JP-YZCM@EC2012A,Derivative Warrants,,"2,000",,NL0014783136
12201,JP-LINK@EC2012A,Derivative Warrants,,"1,000",,NL0014783151
